"id","DC_FC_Assets_Type","DC_FC_Assets_Name","SQL_FC_Account_ID","SQL_Heading_Sequence","SQL_Sequence","SQL_Account_Name_Code","SQL_Account_Name","SQL_Account_Category_Order_Code","SQL_Account_Category_Order","SUB_Account_Category_Order_Code","SUB_Account_Category_Order","SQL_Account_Group_Name_Code","SQL_Account_Group_Name","Accountnumber_ID","January","February","March","April","May","June","July","August","September","October","November","December","Total","Account_Year","SQL_Property","updated_at"
"253","INTEREST, DEPRECIATION & AMORTIZATION","AMORTIZATION","FC_amortization_rinnwtp_5_12_interest,_depreciation_and_amortization","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)",,,,,"FC_amortization_rinnwtp_5_12_interest,_depreciation_and_amortization","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"254","INTEREST, DEPRECIATION & AMORTIZATION","NET OPERATING INCOME(LOSS)","FC_net_operating_incomeloss_rinnwtp_5_12_interest,_depreciation_and_amortization","11","11.1","IS.3","NOI after Reserve","IS.3.3","NOI after Reserve",,,,,"FC_net_operating_incomeloss_rinnwtp_5_12_interest,_depreciation_and_amortization","322945.00","231097.00","255623.00","194860.00","99582.00","15679.00","7341.00","-21136.00","-56543.00","-41182.00","-21829.00","3439.00","989876.00","2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"255","INTEREST, DEPRECIATION & AMORTIZATION","REPLACEMENT RESERVE","FC_replacement_reserve_rinnwtp_5_12_interest,_depreciation_and_amortization","10","10","IS.2","Replacement Reserve","IS.2.12","Replacement Reserve",,,,,"FC_replacement_reserve_rinnwtp_5_12_interest,_depreciation_and_amortization","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"256","INTEREST, DEPRECIATION & AMORTIZATION","NOI AFTER RESERVE","FC_noi_after_reserve_rinnwtp_5_12_interest,_depreciation_and_amortization","11","11.1","IS.3","NOI after Reserve","IS.3.3","NOI after Reserve",,,,,"FC_noi_after_reserve_rinnwtp_5_12_interest,_depreciation_and_amortization","322945.00","231097.00","255623.00","194860.00","99582.00","15679.00","7341.00","-21136.00","-56543.00","-41182.00","-21829.00","3439.00","989876.00","2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"257",,"Total Operating Income","calc_FC_total_operating_income_rinnwtp_5_12","2","2.5","IS.1","Revenue","IS.1.5","Total Operating Income",,,,,"calc_FC_total_operating_income_rinnwtp_5_12","694402.00","860307.00","999880.00","816927.00","733277.00","615632.00","601367.00","555984.00","513555.00","527659.00","551816.00","639626.00","0.00","2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"258",,"Total Department Expense","calc_FC_total_department_expense_rinnwtp_5_12","3","3.5","IS.2","Department Expenses","IS.2.5","Total Department Expense",,,,,"calc_FC_total_department_expense_rinnwtp_5_12","111186.00","118679.00","131356.00","130937.00","115999.00","112643.00","110669.00","103214.00","100289.00","98956.00","102783.00","109735.00","0.00","2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"259",,"Department Profit (Loss)","calc_FC_department_profit_loss_rinnwtp_5_12","4","4.1","IS.4","Department Profit (Loss","IS.4.1","Department Profit (Loss)",,,,,"calc_FC_department_profit_loss_rinnwtp_5_12","583216.00","741628.00","868524.00","685990.00","617278.00","502990.00","490697.00","452771.00","413266.00","428702.00","449033.00","529891.00","0.00","2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"260",,"Total Undistributed Expenses","calc_FC_total_undistributed_expenses_rinnwtp_5_12","5","5.6","IS.5","Undistributed Expenses","IS.5.6","Total Undistributed Expenses",,,,,"calc_FC_total_undistributed_expenses_rinnwtp_5_12","172474.00","178424.00","198158.00","189324.00","198543.00","164489.00","162547.00","154231.00","151195.00","150918.00","151291.00","165028.00","0.00","2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"261",,"GOP Margin","calc_FC_gop_margin_rinnwtp_5_12","6","6.2","IS.3","Gross Operating Profit","IS.3.5","GOP Margin",,,,,"calc_FC_gop_margin_rinnwtp_5_12","59.15","65.47","67.04","60.80","57.10","54.98","54.57","53.70","51.03","52.64","53.96","57.04","0.00","2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"262",,"Income before Non-Operating Inc&Exp","calc_FC_income_before_non-operating_incexp_rinnwtp_5_12","7","7.2","IS.7","Income Before Non-Operating Inc & Exp","IS.7.1","Income before Non-Operating Inc&Exp",,,,,"calc_FC_income_before_non-operating_incexp_rinnwtp_5_12","393382.00","541692.00","645369.00","476243.00","400404.00","323110.00","313116.00","284640.00","249232.00","264593.00","283947.00","309215.00","0.00","2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"263",,"Total Non-Operating Income & Expenses","calc_FC_total_non-operating_income_and_expenses_rinnwtp_5_12","8","8.4","IS.8","Total Non-Operating Income & Expenses","IS.8.4","Total Non-Operating Income & Expenses",,,,,"calc_FC_total_non-operating_income_and_expenses_rinnwtp_5_12","70438.00","41141.00","59054.00","49831.00","64551.00","57372.00","55775.00","55776.00","55775.00","55775.00","55776.00","55776.00","0.00","2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"264",,"NOI Margin","calc_FC_noi_margin_rinnwtp_5_12","11","11.2","IS.11","NOI Margin","IS.11.1","NOI Margin",,,,,"calc_FC_noi_margin_rinnwtp_5_12","46.51","26.86","25.57","23.85","13.58","2.55","1.22","-3.80","-11.01","-7.80","-3.96","0.54","0.00","2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"265",,"TTL AVAILABLE ROOMS","FC_ttl_available_rooms_syrck_4_2","1","1.1","OD.1","Operational Data","OD.1.1","Available Rooms",,,,,"FC_ttl_available_rooms_syrck_4_2","3348.00","3132.00","3348.00","3240.00","3348.00","3240.00","3348.00","3348.00","3240.00","3348.00","3240.00","3348.00","39528.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"266",,"TTL ROOMS SOLD","FC_ttl_rooms_sold_syrck_4_2","1","1.2","OD.1","Operational Data","OD.1.2","Rooms Sold",,,,,"FC_ttl_rooms_sold_syrck_4_2","1552.00","2204.00","2954.00","2828.00","2867.00","2592.00","1965.00","2104.00","2379.00","3055.00","2793.00","2591.00","29884.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"267",,"OCCUPANCY","FC_occupancy_syrck_4_2","1","1.3","OD.1","Operational Data","OD.1.3","Occupancy %",,,,,"FC_occupancy_syrck_4_2","46.40","70.40","88.20","87.30","85.60","80.00","58.70","62.80","73.40","91.20","86.20","77.40","75.60","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"268",,"AVERAGE DAILY RATE","FC_average_daily_rate_syrck_4_2","1","1.4","OD.1","Operational Data","OD.1.4","Average Rate",,,,,"FC_average_daily_rate_syrck_4_2","188.61","220.94","326.85","342.41","289.25","204.17","183.02","187.82","269.24","358.49","267.02","230.22","264.52","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"269",,"TOTAL REVPAR","FC_total_revpar_syrck_4_2","1","1.5","OD.1","Operational Data","OD.1.5","RevPar",,,,,"FC_total_revpar_syrck_4_2","107.78","186.01","328.92","337.79","287.63","198.39","135.08","148.30","235.75","370.01","265.60","207.71","234.07","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"270","OPERATING REVENUE","Rooms","FC_rooms_syrck_4_2_operating_revenue","2","2.1","IS.1","Revenue","IS.1.1","Room Revenue",,,,,"FC_rooms_syrck_4_2_operating_revenue","292726.00","486947.00","965526.00","968329.00","829282.00","529214.00","359634.00","395166.00","640518.00","1095189.00","745778.00","596501.00","7904812.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"271","OPERATING REVENUE","Food & Beverage","FC_food_and_beverage_syrck_4_2_operating_revenue","2","2.2","IS.1","Revenue","IS.1.2","F&B Revenue",,,,,"FC_food_and_beverage_syrck_4_2_operating_revenue","39036.00","53146.00","73729.00","67139.00","76006.00","63325.00","47292.00","48925.00","60631.00","79165.00","58183.00","46408.00","712987.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"272","OPERATING REVENUE","Other Operated Departments","FC_other_operated_departments_syrck_4_2_operating_revenue","2","2.3","IS.1","Revenue","IS.1.3","Other Revenue",,,,,"FC_other_operated_departments_syrck_4_2_operating_revenue","29079.00","42476.00","61957.00","58972.00","57691.00","50239.00","45320.00","52402.00","62686.00","64452.00","56586.00","52494.00","634354.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"273","DEPARTMENTAL EXPENSES","Rooms","FC_rooms_syrck_4_2_departmental_expenses","3","3.1","IS.2","Department Expenses","IS.2.1","Room Expense",,,,,"FC_rooms_syrck_4_2_departmental_expenses","106134.00","114884.00","156617.00","152529.00","161767.00","145282.00","127625.00","120539.00","133666.00","143914.00","173024.00","164370.00","1700352.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"274","DEPARTMENTAL EXPENSES","Food & Beverage","FC_food_and_beverage_syrck_4_2_departmental_expenses","3","3.2","IS.2","Department Expenses","IS.2.2","F&B Expense",,,,,"FC_food_and_beverage_syrck_4_2_departmental_expenses","37088.00","35101.00","42181.00","43619.00","37453.00","51070.00","46411.00","40444.00","48638.00","53034.00","54319.00","41518.00","530877.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"275","DEPARTMENTAL EXPENSES","Other Operated Departments","FC_other_operated_departments_syrck_4_2_departmental_expenses","3","3.3","IS.2","Department Expenses","IS.2.3","Other Expense",,,,,"FC_other_operated_departments_syrck_4_2_departmental_expenses","18.00","149.00","1336.00","711.00","760.00","624.00","2008.00","1232.00","4766.00","-529.00","656.00","609.00","12341.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"276","UNDISTRIBUTED OPERATING EXPENSES","Administrative & General","FC_administrative_and_general_syrck_4_2_undistributed_operating_expenses","5","5.1","IS.2","Undistributed Expenses","IS.2.4","A&G Expense",,,,,"FC_administrative_and_general_syrck_4_2_undistributed_operating_expenses","65312.00","80227.00","103772.00","82033.00","71110.00","95713.00","55343.00","68026.00","72244.00","91595.00","81096.00","72737.00","939207.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"277","UNDISTRIBUTED OPERATING EXPENSES","Information & Telecommunications Sys.","FC_information_and_telecommunications_sys._syrck_4_2_undistributed_operating_expenses","5","5.2","IS.2","Undistributed Expenses","IS.2.5","Information & Telecommunications",,,,,"FC_information_and_telecommunications_sys._syrck_4_2_undistributed_operating_expenses","11754.00","5030.00","9532.00","12000.00","9439.00","16825.00","8821.00","12002.00","7287.00","15936.00","9939.00","9939.00","128503.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"278","UNDISTRIBUTED OPERATING EXPENSES","Sales & Marketing","FC_sales_and_marketing_syrck_4_2_undistributed_operating_expenses","5","5.3","IS.2","Undistributed Expenses","IS.2.6","Sales & Marketing",,,,,"FC_sales_and_marketing_syrck_4_2_undistributed_operating_expenses","87322.00","85930.00","117056.00","160994.00","68178.00","87198.00","51862.00","72033.00","102341.00","180038.00","105181.00","97621.00","1215753.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"279","UNDISTRIBUTED OPERATING EXPENSES","Property Operations & Maintenance","FC_property_operations_and_maintenance_syrck_4_2_undistributed_operating_expenses","5","5.4","IS.2","Undistributed Expenses","IS.2.7","Maintenance",,,,,"FC_property_operations_and_maintenance_syrck_4_2_undistributed_operating_expenses","26115.00","30127.00","30701.00","33043.00","22849.00","29631.00","31867.00","30465.00","23067.00","31069.00","30668.00","30224.00","349825.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"280","UNDISTRIBUTED OPERATING EXPENSES","Energy Costs","FC_energy_costs_syrck_4_2_undistributed_operating_expenses","5","5.5","IS.2","Undistributed Expenses","IS.2.14","Utilities",,,,,"FC_energy_costs_syrck_4_2_undistributed_operating_expenses","21865.00","18661.00","21257.00","19550.00","-11565.00","19265.00","17746.00","21681.00","25103.00","29817.00","25159.00","23341.00","231879.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"281","UNDISTRIBUTED OPERATING EXPENSES","Gross Operating Profit (GOP)","FC_gross_operating_profit_gop_syrck_4_2_undistributed_operating_expenses","6","6.1","IS.3","Gross Operating Profit","IS.3.1","GOP",,,,,"FC_gross_operating_profit_gop_syrck_4_2_undistributed_operating_expenses","3376.00","214318.00","618761.00","589963.00","601384.00","198776.00","111916.00","125256.00","350184.00","693932.00","380506.00","255043.00","4143416.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"282","UNDISTRIBUTED OPERATING EXPENSES","Management Fees","FC_management_fees_syrck_4_2_undistributed_operating_expenses","7","7.1","IS.2","Management Fees","IS.2.13","Management Fees",,,,,"FC_management_fees_syrck_4_2_undistributed_operating_expenses","10825.00","17478.00","31675.00","32833.00","28764.00","20770.00","13568.00","14894.00","22884.00","37164.00","25816.00","20862.00","277533.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"283","Non-Operating Income & Expenses","Rent","FC_rent_syrck_4_2_non-operating_income_and_expenses","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)",,,,,"FC_rent_syrck_4_2_non-operating_income_and_expenses","0.00","512.00","512.00","528.00","512.00","512.00","0.00","512.00","512.00","512.00","528.00","528.00","5170.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"284","Non-Operating Income & Expenses","Property & Other taxes","FC_property_and_other_taxes_syrck_4_2_non-operating_income_and_expenses","8","8.1","IS.2","Non-Operating Income & Expenses","IS.2.8","Property & Other Taxes",,,,,"FC_property_and_other_taxes_syrck_4_2_non-operating_income_and_expenses","11041.00","11041.00","11041.00","12780.00","11041.00","11041.00","13360.00","24401.00","-1657.00","8827.00","12200.00","12200.00","137317.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"285","Non-Operating Income & Expenses","Insurance","FC_insurance_syrck_4_2_non-operating_income_and_expenses","8","8.2","IS.2","Non-Operating Income & Expenses","IS.2.8","Insurance",,,,,"FC_insurance_syrck_4_2_non-operating_income_and_expenses","10872.00","11383.00","10361.00","10834.00","10834.00","10834.00","14547.00","12126.00","10634.00","15336.00","11380.00","11380.00","140520.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"286","Non-Operating Income & Expenses","Other","FC_other_syrck_4_2_non-operating_income_and_expenses","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)",,,,,"FC_other_syrck_4_2_non-operating_income_and_expenses","-254.00","583.00","583.00","583.00","583.00","0.00","0.00","0.00","73079.00","-71372.00","608.00","608.00","5002.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"287","Non-Operating Income & Expenses","Earnings b/f Interest, Taxes, Depr. & Amort.","FC_earnings_b_f_interest,_taxes,_depr._and_amort._syrck_4_2_non-operating_income_and_expenses","9","9","IS.3","EBITDA","IS.3.2","EBITDA",,,,,"FC_earnings_b_f_interest,_taxes,_depr._and_amort._syrck_4_2_non-operating_income_and_expenses","-29107.00","173321.00","564589.00","532404.00","549650.00","155620.00","70441.00","73323.00","244732.00","703465.00","329973.00","209465.00","3577875.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"288","Non-Operating Income & Expenses","EBITDA Less Replacement Reserve","FC_ebitda_less_replacement_reserve_syrck_4_2_non-operating_income_and_expenses","11","11.1","IS.3","NOI after Reserve","IS.3.3","NOI after Reserve",,,,,"FC_ebitda_less_replacement_reserve_syrck_4_2_non-operating_income_and_expenses","-43541.00","150018.00","520541.00","532404.00","511401.00","85862.00","52352.00","53463.00","214221.00","653913.00","295551.00","181648.00","3207832.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"289",,"Total Operating Income","calc_FC_total_operating_income_syrck_4_2","2","2.5","IS.1","Revenue","IS.1.5","Total Operating Income",,,,,"calc_FC_total_operating_income_syrck_4_2","360842.00","582570.00","1101212.00","1094441.00","962979.00","642778.00","452247.00","496493.00","763835.00","1238806.00","860548.00","695403.00","0.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"290",,"Total Department Expense","calc_FC_total_department_expense_syrck_4_2","3","3.5","IS.2","Department Expenses","IS.2.5","Total Department Expense",,,,,"calc_FC_total_department_expense_syrck_4_2","145097.00","148277.00","200133.00","196859.00","201585.00","195370.00","174692.00","167031.00","183609.00","196419.00","227999.00","206497.00","0.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"291",,"Department Profit (Loss)","calc_FC_department_profit_loss_syrck_4_2","4","4.1","IS.4","Department Profit (Loss","IS.4.1","Department Profit (Loss)",,,,,"calc_FC_department_profit_loss_syrck_4_2","215744.00","434293.00","901079.00","897582.00","761395.00","447408.00","277554.00","329462.00","580226.00","1042387.00","632548.00","488905.00","0.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"292",,"Total Undistributed Expenses","calc_FC_total_undistributed_expenses_syrck_4_2","5","5.6","IS.5","Undistributed Expenses","IS.5.6","Total Undistributed Expenses",,,,,"calc_FC_total_undistributed_expenses_syrck_4_2","212368.00","219975.00","282317.00","307619.00","160010.00","248632.00","165638.00","204206.00","230042.00","348455.00","252042.00","233862.00","0.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"293",,"GOP Margin","calc_FC_gop_margin_syrck_4_2","6","6.2","IS.3","Gross Operating Profit","IS.3.5","GOP Margin",,,,,"calc_FC_gop_margin_syrck_4_2","0.94","36.79","56.19","53.91","62.45","30.92","24.75","25.23","45.85","56.02","44.22","36.68","0.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"294",,"Income before Non-Operating Inc&Exp","calc_FC_income_before_non-operating_incexp_syrck_4_2","7","7.2","IS.7","Income Before Non-Operating Inc & Exp","IS.7.1","Income before Non-Operating Inc&Exp",,,,,"calc_FC_income_before_non-operating_incexp_syrck_4_2","-7449.00","196840.00","587086.00","557129.00","572621.00","178007.00","98348.00","110362.00","327300.00","656768.00","354689.00","234181.00","0.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"295",,"Total Non-Operating Income & Expenses","calc_FC_total_non-operating_income_and_expenses_syrck_4_2","8","8.4","IS.8","Total Non-Operating Income & Expenses","IS.8.4","Total Non-Operating Income & Expenses",,,,,"calc_FC_total_non-operating_income_and_expenses_syrck_4_2","21659.00","23519.00","22497.00","24726.00","22971.00","22387.00","27907.00","37039.00","82569.00","-46697.00","24716.00","24716.00","0.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"296",,"NOI Margin","calc_FC_noi_margin_syrck_4_2","11","11.2","IS.11","NOI Margin","IS.11.1","NOI Margin",,,,,"calc_FC_noi_margin_syrck_4_2","-12.07","25.75","47.27","48.65","53.11","13.36","11.58","10.77","28.05","52.79","34.34","26.12","0.00","2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"297",,"AVAILABLE ROOMS","FC_available_rooms_tstps_2_6","1","1.1","OD.1","Operational Data","OD.1.1","Available Rooms",,,,,"FC_available_rooms_tstps_2_6","2697.00","2523.00","2697.00","2610.00","2697.00","2610.00","2697.00","2697.00","2610.00","2697.00","2610.00","2697.00","31842.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"298",,"OCCUPIED ROOMS","FC_occupied_rooms_tstps_2_6","1","1.2","OD.1","Operational Data","OD.1.2","Rooms Sold",,,,,"FC_occupied_rooms_tstps_2_6","1910.00","1934.00","2505.00","2446.00","2382.00","2527.00","2484.00","2291.00","2105.00","2289.00","1988.00","1899.00","26760.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"299",,"OCCUPANCY %","FC_occupancy_tstps_2_6","1","1.3","OD.1","Operational Data","OD.1.3","Occupancy %",,,,,"FC_occupancy_tstps_2_6","70.80","76.70","92.90","93.70","88.30","96.80","92.10","84.90","80.70","84.90","76.20","70.40","84.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"300",,"AVERAGE ROOM RATE","FC_average_room_rate_tstps_2_6","1","1.4","OD.1","Operational Data","OD.1.4","Average Rate",,,,,"FC_average_room_rate_tstps_2_6","219.24","229.25","242.12","270.15","282.80","315.81","322.81","346.62","318.66","295.37","306.50","275.58","286.87","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"301",,"Total RevPAR","FC_total_revpar_tstps_2_6","1","1.5","OD.1","Operational Data","OD.1.5","RevPar",,,,,"FC_total_revpar_tstps_2_6","196.71","217.86","274.33","303.04","308.08","362.70","350.06","343.99","303.43","301.67","270.14","231.25","288.76","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"302","DEPARTMENT REVENUE","TOTAL ROOMS REVENUE","FC_total_rooms_revenue_tstps_2_6_department_revenue","2","2.1","IS.1","Revenue","IS.1.1","Room Revenue",,,,,"FC_total_rooms_revenue_tstps_2_6_department_revenue","418745.00","443374.00","606512.00","660793.00","673631.00","798058.00","801862.00","794113.00","670784.00","676091.00","609317.00","523331.00","7676613.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"303","DEPARTMENT REVENUE","TOTAL FOOD REVENUE","FC_total_food_revenue_tstps_2_6_department_revenue","2","2.2","IS.1","Revenue","IS.1.2","F&B Revenue",,,,,"FC_total_food_revenue_tstps_2_6_department_revenue","48990.00","44482.00","50879.00","51312.00","72983.00","70876.00","59461.00","50610.00","56013.00","68818.00","40800.00","43600.00","658823.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"304","DEPARTMENT REVENUE","TOTAL BEVERAGE REVENUE","FC_total_beverage_revenue_tstps_2_6_department_revenue","2","2.2","IS.1","Revenue","IS.1.2","F&B Revenue",,,,,"FC_total_beverage_revenue_tstps_2_6_department_revenue","22009.00","19658.00","25668.00","24792.00","32755.00","23882.00","27376.00","23706.00","23351.00","26840.00","18700.00","22000.00","290738.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"305","DEPARTMENT REVENUE","TOTAL OTHER INCOME REVENUE","FC_total_other_income_revenue_tstps_2_6_department_revenue","2","2.3","IS.1","Revenue","IS.1.3","Other Revenue",,,,,"FC_total_other_income_revenue_tstps_2_6_department_revenue","6010.00","8048.00","7597.00","10396.00","12367.00","8135.00","13754.00","18173.00","13631.00","8287.00","6540.00","5368.00","118305.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"306","DEPARTMENT EXPENSE","ROOM EXPENSE MINUS TA COMMISSION","FC_room_expense_minus_ta_commission_tstps_2_6_department_expense","3","3.1","IS.2","Department Expenses","IS.2.1","Room Expense",,,,,"FC_room_expense_minus_ta_commission_tstps_2_6_department_expense","126775.00","101642.00","117270.00","110285.00","125214.00","139500.00","139777.00","135967.00","109441.00","102563.00","119784.00","119788.00","1448008.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"307","DEPARTMENT EXPENSE","TRAVEL AGENT COMMISSIONS","FC_travel_agent_commissions_tstps_2_6_department_expense","3","3.1","IS.2","Department Expenses","IS.2.1","Room Expense",,,,,"FC_travel_agent_commissions_tstps_2_6_department_expense","10095.00","11936.00","16383.00","20208.00","19696.00","17980.00","15066.00","23550.00","17034.00","12170.00","14688.00","12621.00","191426.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"308","DEPARTMENT EXPENSE","TOTAL FOOD EXPENSE","FC_total_food_expense_tstps_2_6_department_expense","3","3.2","IS.2","Department Expenses","IS.2.2","F&B Expense",,,,,"FC_total_food_expense_tstps_2_6_department_expense","68855.00","68539.00","65983.00","66436.00","79506.00","82758.00","82193.00","76022.00","43761.00","55833.00","56783.00","56700.00","803368.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"309","DEPARTMENT EXPENSE","TOTAL BEVERAGE EXPENSE","FC_total_beverage_expense_tstps_2_6_department_expense","3","3.2","IS.2","Department Expenses","IS.2.2","F&B Expense",,,,,"FC_total_beverage_expense_tstps_2_6_department_expense","12158.00","11546.00","11675.00","13436.00","13160.00","18090.00","16131.00","20697.00","9078.00","10721.00","10517.00","11166.00","158374.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"310","DEPARTMENT EXPENSE","TOTAL OTHER INCOME EXPENSE","FC_total_other_income_expense_tstps_2_6_department_expense","3","3.3","IS.2","Department Expenses","IS.2.3","Other Expense",,,,,"FC_total_other_income_expense_tstps_2_6_department_expense","2424.00","1477.00","4297.00","3433.00","8596.00","3456.00","5742.00","5150.00","6817.00","10033.00","1865.00","1535.00","54827.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"311","UNDISTRIBUTED EXPENSE","TOTAL ADMIN AND GENERAL EXPENSE","FC_total_admin_and_general_expense_tstps_2_6_undistributed_expense","5","5.1","IS.2","Undistributed Expenses","IS.2.4","A&G Expense",,,,,"FC_total_admin_and_general_expense_tstps_2_6_undistributed_expense","38315.00","31962.00","32119.00","29719.00","32083.00","35595.00","33965.00","39088.00","29058.00","33088.00","33545.00","33902.00","402439.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"312","UNDISTRIBUTED EXPENSE","CREDIT CARD COMMISSIONS","FC_credit_card_commissions_tstps_2_6_undistributed_expense","5","5.1","IS.2","Undistributed Expenses","IS.2.4","A&G Expense",,,,,"FC_credit_card_commissions_tstps_2_6_undistributed_expense","12800.00","15502.00","20190.00","20628.00","21768.00","24450.00","27523.00","23863.00","21855.00","20340.00","18473.00","16340.00","243731.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"313","UNDISTRIBUTED EXPENSE","TOTAL INFORMATION & TELECOMMUNICATIONS EXPENSE","FC_total_information_and_telecommunications_expense_tstps_2_6_undistributed_expense","5","5.2","IS.2","Undistributed Expenses","IS.2.5","Information & Telecommunications",,,,,"FC_total_information_and_telecommunications_expense_tstps_2_6_undistributed_expense","4197.00","3495.00","3502.00","3938.00","4003.00","3277.00","9256.00","3530.00","3530.00","3242.00","2448.00","2448.00","46865.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"314","UNDISTRIBUTED EXPENSE","TOTAL FRANCHISE FEES","FC_total_franchise_fees_tstps_2_6_undistributed_expense","5","5.3","IS.2","Undistributed Expenses","IS.2.6","Sales & Marketing",,,,,"FC_total_franchise_fees_tstps_2_6_undistributed_expense","46993.00","54443.00","46418.00","54070.00","63842.00","75093.00","78110.00","83415.00","61597.00","58875.00","55354.00","50079.00","728290.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"315","UNDISTRIBUTED EXPENSE","TOTAL SALES & MARKETING EXPENSE","FC_total_sales_and_marketing_expense_tstps_2_6_undistributed_expense","5","5.3","IS.2","Undistributed Expenses","IS.2.6","Sales & Marketing",,,,,"FC_total_sales_and_marketing_expense_tstps_2_6_undistributed_expense","39496.00","39438.00","36180.00","37073.00","42834.00","28844.00","27074.00","30890.00","33061.00","33151.00","33599.00","32445.00","414084.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
"316","UNDISTRIBUTED EXPENSE","TOTAL REPAIRS & MAINTENANCE EXPENSE","FC_total_repairs_and_maintenance_expense_tstps_2_6_undistributed_expense","5","5.4","IS.2","Undistributed Expenses","IS.2.7","Maintenance",,,,,"FC_total_repairs_and_maintenance_expense_tstps_2_6_undistributed_expense","38030.00","34980.00","36359.00","33159.00","39000.00","37122.00","41355.00","45465.00","35565.00","34156.00","34805.00","35184.00","445178.00","2024","Steward Santa Barbara","2024-12-21 12:15:04"
