"id","DC_BD_Assets_Type","DC_BD_Assets_Name","SQL_BD_Account_ID","SQL_Heading_Sequence","SQL_Sequence","SQL_Account_Name_Code","SQL_Account_Name","SQL_Account_Category_Order_Code","SQL_Account_Category_Order","SUB_Account_Category_Order_Code","SUB_Account_Category_Order","SQL_Account_Group_Name_Code","SQL_Account_Group_Name","Accountnumber_ID","January","February","March","April","May","June","July","August","September","October","November","December","Total","Por_Per_Rev","Account_Year","SQL_Property","updated_at"
"239","NON-OP INC & EXP DETAIL","Property Tax","BD_property_tax_rdipd_1_8_non-op_inc_and_exp_detail","8","8.1","IS.2","Non-Operating Income & Expenses","IS.2.8","Property & Other Taxes","IS.2.8.11","Property & Other Taxes",,,"BD_property_tax_rdipd_1_8_non-op_inc_and_exp_detail","956.42","956.42","956.42","956.42","956.42","956.42","956.42","956.42","956.42","956.42","956.42","956.42","11477.04","0.00","2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"240","NON-OP INC & EXP DETAIL","Prior Year Adj Tax","BD_prior_year_adj_tax_rdipd_1_8_non-op_inc_and_exp_detail","8","8.1","IS.2","Non-Operating Income & Expenses","IS.2.8","Property & Other Taxes","IS.2.8.11","Property & Other Taxes",,,"BD_prior_year_adj_tax_rdipd_1_8_non-op_inc_and_exp_detail","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"241","NON-OP INC & EXP DETAIL","Guest Accidents","BD_guest_accidents_rdipd_1_8_non-op_inc_and_exp_detail","8","8.2","IS.2","Non-Operating Income & Expenses","IS.2.8","Insurance","IS.2.8.3","Insurance",,,"BD_guest_accidents_rdipd_1_8_non-op_inc_and_exp_detail","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"242","NON-OP INC & EXP DETAIL","Casualty Insurance","BD_casualty_insurance_rdipd_1_8_non-op_inc_and_exp_detail","8","8.2","IS.2","Non-Operating Income & Expenses","IS.2.8","Insurance","IS.2.8.3","Insurance",,,"BD_casualty_insurance_rdipd_1_8_non-op_inc_and_exp_detail","2344.36","2364.49","3161.51","3002.90","2701.45","2760.57","3063.19","3308.73","2856.36","2729.30","2484.42","2360.94","33138.22","0.00","2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"243","NON-OP INC & EXP DETAIL","Land Rent","BD_land_rent_rdipd_1_8_non-op_inc_and_exp_detail","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.8","Owner Expenses",,,"BD_land_rent_rdipd_1_8_non-op_inc_and_exp_detail","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"244","NON-OP INC & EXP DETAIL","Chain Services","BD_chain_services_rdipd_1_8_non-op_inc_and_exp_detail","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.8","Owner Expenses",,,"BD_chain_services_rdipd_1_8_non-op_inc_and_exp_detail","7069.96","7130.68","9534.27","9055.95","8146.87","8325.15","9237.77","9978.26","8614.03","8230.83","7492.37","7119.98","99936.12",,"2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"245","NON-OP INC & EXP DETAIL","Lease Payments","BD_lease_payments_rdipd_1_8_non-op_inc_and_exp_detail","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.8","Owner Expenses",,,"BD_lease_payments_rdipd_1_8_non-op_inc_and_exp_detail","-130.28","0.00","0.00","0.00","0.00","0.00","167.26","156.54","0.00","431.24","0.00","152.79","777.55","0.00","2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"246","NON-OP INC & EXP DETAIL","Property Insurance","BD_property_insurance_rdipd_1_8_non-op_inc_and_exp_detail","8","8.2","IS.2","Non-Operating Income & Expenses","IS.2.8","Insurance","IS.2.8.3","Insurance",,,"BD_property_insurance_rdipd_1_8_non-op_inc_and_exp_detail","24358.87","24358.87","24358.87","28012.70","28012.70","28012.70","28012.70","28012.70","28012.70","28012.70","28012.70","28012.70","325190.91","6.17","2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"247","NON-OP INC & EXP DETAIL","Permits & Licenses","BD_permits_and_licenses_rdipd_1_8_non-op_inc_and_exp_detail","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.8","Owner Expenses",,,"BD_permits_and_licenses_rdipd_1_8_non-op_inc_and_exp_detail","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"248","NON-OP INC & EXP DETAIL","Prior Year Adjustment","BD_prior_year_adjustment_rdipd_1_8_non-op_inc_and_exp_detail","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.8","Owner Expenses",,,"BD_prior_year_adjustment_rdipd_1_8_non-op_inc_and_exp_detail","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"249","NON-OP INC & EXP DETAIL","Loan Repayment - Principal","BD_loan_repayment_principal_rdipd_1_8_non-op_inc_and_exp_detail","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.8","Owner Expenses",,,"BD_loan_repayment_principal_rdipd_1_8_non-op_inc_and_exp_detail","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"250","NON-OP INC & EXP DETAIL","Loan Repayment - Interest","BD_loan_repayment_interest_rdipd_1_8_non-op_inc_and_exp_detail","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.8","Owner Expenses",,,"BD_loan_repayment_interest_rdipd_1_8_non-op_inc_and_exp_detail","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"251","NON-OP INC & EXP DETAIL","Other","BD_other_rdipd_1_8_non-op_inc_and_exp_detail","8","8.3","IS.2","Non-Operating Income & Expenses","IS.2.8","Other (Non-Operating I&E)","IS.2.8.8","Owner Expenses",,,"BD_other_rdipd_1_8_non-op_inc_and_exp_detail","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"252","NON-OP INC & EXP DETAIL","EBITDA","BD_ebitda_rdipd_1_8_non-op_inc_and_exp_detail","9","9","IS.3","EBITDA","IS.3.2","EBITDA","IS.3.2.1","EBITDA",,,"BD_ebitda_rdipd_1_8_non-op_inc_and_exp_detail","262770.83","318971.23","489138.23","466452.51","401277.34","393590.10","457516.96","555535.56","420800.57","384108.07","336997.12","310428.08","4797586.59","0.43","2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"253","NON-OP INC & EXP DETAIL","REPLACEMENT RESERVE","BD_replacement_reserve_rdipd_1_8_non-op_inc_and_exp_detail","10","10","IS.2","Replacement Reserve","IS.2.12","Replacement Reserve","IS.2.12.1","Replacement Reserve",,,"BD_replacement_reserve_rdipd_1_8_non-op_inc_and_exp_detail","39282.95","39620.29","52975.40","50317.73","45266.57","46257.19","51327.96","55442.39","47862.27","45733.12","41629.98","39560.87","555276.73","0.05","2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"254","NON-OP INC & EXP DETAIL","Retained Profit/(Loss)","BD_retained_profit_loss_rdipd_1_8_non-op_inc_and_exp_detail","11","11.1","IS.3","NOI after Reserve","IS.3.3","NOI after Reserve","IS.3.3.1","NOI after Reserve",,,"BD_retained_profit_loss_rdipd_1_8_non-op_inc_and_exp_detail","223487.87","279350.94","436162.83","416134.78","356010.77","347332.91","406189.00","500093.17","372938.30","338374.96","295367.14","270867.20","4242309.87","0.38","2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"255",,"Total Operating Income","calc_BD_total_operating_income_rdipd_1_8","2","2.5","IS.2","Revenue","IS.2.5","Total Operating Income",,,,,"calc_BD_total_operating_income_rdipd_1_8","783048.72","789720.24","1056742.75","1003729.83","902769.81","922556.57","1023831.73","1105954.28","953653.64","912224.81","830273.15","788842.86","11073348.39",,"2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"256",,"Total Department Expense","calc_BD_total_department_expense_rdipd_1_8","3","3.5","IS.2","Department Expenses","IS.2.5","Total Department Expense",,,,,"calc_BD_total_department_expense_rdipd_1_8","166964.86","163832.57","199471.51","188726.13","161713.30","181120.51","197724.02","184364.64","178854.91","169108.88","171517.57","160718.83","2124117.73",,"2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"257",,"Department Profit (Loss)","calc_BD_department_profit_loss_rdipd_1_8","4","4.1","IS.4","Department Profit (Loss)","IS.4.1","Department Profit (Loss)",,,,,"calc_BD_department_profit_loss_rdipd_1_8","616083.86","625887.67","857271.24","815003.70","741056.51","741436.06","826107.71","921589.64","774798.73","743115.93","658755.58","628124.03","8949230.66",,"2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"258",,"Total Undistributed Expenses","calc_BD_total_undistributed_expenses_rdipd_1_8","5","5.6","IS.5","Undistributed Expenses","IS.5.6","Total Undistributed Expenses",,,,,"calc_BD_total_undistributed_expenses_rdipd_1_8","218440.76","171176.36","212159.73","192796.59","191395.23","198174.82","211609.58","202685.71","203304.21","209542.08","179078.35","177833.13","2368196.53",,"2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"259",,"Gross Operating Income","calc_BD_gross_operating_income_rdipd_1_8","-","-","-","-","-","-",,,,,"calc_BD_gross_operating_income_rdipd_1_8","397643.10","454711.31","645111.51","622207.11","549661.28","543261.24","614498.13","718903.93","571494.52","533573.85","479677.23","450290.90","6581034.13",,"2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"260",,"GOP Margin","calc_BD_gop_margin_rdipd_1_8","6","6.2","IS.6","Gross Operating Profit","IS.6.1","GOP Margin",,,,,"calc_BD_gop_margin_rdipd_1_8","50.78","57.58","61.05","61.99","60.89","58.89","60.02","65.00","59.93","58.49","57.77","57.08","0.59",,"2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"261",,"Income before Non-Operating Inc&Exp","calc_BD_income_before_non-operating_incexp_rdipd_1_8","7","7.2","IS.7","Income Before Non-Operating Inc & Exp","IS.7.1","Income before Non-Operating Inc&Exp",,,,,"calc_BD_income_before_non-operating_incexp_rdipd_1_8","342646.96","399242.90","570945.94","551762.29","486288.09","478501.17","542638.99","641284.58","504487.34","469547.48","421395.26","394905.68","5803646.71",,"2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"262",,"Total Non-Operating Income & Expenses","calc_BD_total_non-operating_income_and_expenses_rdipd_1_8","8","8.4","IS.8","Total Non-Operating Income & Expenses","IS.8.4","Total Non-Operating Income & Expenses",,,,,"calc_BD_total_non-operating_income_and_expenses_rdipd_1_8","79620.88","79771.29","80568.31","84063.53","83762.08","83821.20","84291.08","84525.90","83916.99","84221.17","83545.05","83574.36","995681.82",,"2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"263",,"NOI Margin","calc_BD_noi_margin_rdipd_1_8","11","11.2","IS.11","NOI Margin","IS.11.1","NOI Margin",,,,,"calc_BD_noi_margin_rdipd_1_8","28.54","35.37","41.27","41.46","39.44","37.65","39.67","45.22","39.11","37.09","35.57","34.34","38.31",,"2024","Residence Inn Pasadena","2024-12-21 12:15:04"
"264",,"AVAILABLE ROOMS","BD_available_rooms_rinnwtp_5_12","1","1.1","OD.1","Operational Data","OD.1.1","Available Rooms","0","0",,,"BD_available_rooms_rinnwtp_5_12","4960.00","4640.00","4960.00","4800.00","4960.00","4800.00","4960.00","4960.00","4800.00","4960.00","4800.00","4960.00","58560.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"265",,"OCCUPIED ROOMS","BD_occupied_rooms_rinnwtp_5_12","1","1.2","OD.1","Operational Data","OD.1.2","Rooms Sold",,,,,"BD_occupied_rooms_rinnwtp_5_12","2990.00","4004.00","4638.00","4167.00","4384.00","3494.00","3497.00","3487.00","3192.00","3130.00","3331.00","3780.00","44094.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"266",,"OCCUPANCY","BD_occupancy_rinnwtp_5_12","1","1.3","OD.1","Operational Data","OD.1.3","Occupancy %",,,,,"BD_occupancy_rinnwtp_5_12","60.30","86.30","93.50","86.80","88.40","72.80","70.50","70.30","66.50","63.10","69.40","76.20","75.30",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"267",,"ADR","BD_adr_rinnwtp_5_12","1","1.4","OD.1","Operational Data","OD.1.4","Average Rate",,,,,"BD_adr_rinnwtp_5_12","201.80","208.01","216.25","217.04","170.47","150.09","155.68","154.75","155.20","162.37","160.25","164.72","178.24",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"268",,"REV PAR","BD_rev_par_rinnwtp_5_12","1","1.5","OD.1","Operational Data","OD.1.5","RevPar",,,,,"BD_rev_par_rinnwtp_5_12","121.65","179.50","202.21","188.42","150.67","109.26","109.76","108.79","103.21","102.46","111.20","125.53","134.21",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"269","REVENUE","ROOMS","BD_rooms_rinnwtp_5_12_revenue","2","2.1","IS.1","Revenue","IS.1.1","Room Revenue","IS.1.1.1","Rooms",,,"BD_rooms_rinnwtp_5_12_revenue","603392.00","832862.00","1002968.00","904413.00","747326.00","524428.00","544408.00","539597.00","495414.00","508212.00","533780.00","622629.00","7859429.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"270","REVENUE","FOOD & BEVERAGE","BD_food_and_beverage_rinnwtp_5_12_revenue","2","2.2","IS.1","Revenue","IS.1.2","F&B Revenue","IS.1.2.1","Food & Beverage",,,"BD_food_and_beverage_rinnwtp_5_12_revenue","2821.00","2038.00","1488.00","2556.00","3627.00","1612.00","130.00","79.00","185.00","249.00","1178.00","1798.00","17762.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"271","REVENUE","OTHER OPERATED DEPARTMENTS","BD_other_operated_departments_rinnwtp_5_12_revenue","2","2.3","IS.1","Revenue","IS.1.3","Other Revenue","IS.1.3.1","Total Other Operated Departments",,,"BD_other_operated_departments_rinnwtp_5_12_revenue","8384.00","18735.00","22861.00","21717.00","26321.00","21039.00","21057.00","20997.00","19221.00","18847.00","20058.00","22762.00","241998.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"272","DEPARTMENT EXPENSES","ROOMS","BD_rooms_rinnwtp_5_12_department_expenses","3","3.1","IS.2","Department Expenses","IS.2.1","Room Expense","IS.2.1.13","Hourly Wages",,,"BD_rooms_rinnwtp_5_12_department_expenses","109115.00","118560.00","132878.00","123389.00","126626.00","107839.00","112150.00","109733.00","107429.00","106461.00","110009.00","118481.00","1382669.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"273","DEPARTMENT EXPENSES","OTHER OPERATED DEPARTMENTS","BD_other_operated_departments_rinnwtp_5_12_department_expenses","3","3.3","IS.2","Department Expenses","IS.2.3","Other Expense","IS.2.3.1","Other Expense",,,"BD_other_operated_departments_rinnwtp_5_12_department_expenses","3179.00","3823.00","4419.00","4002.00","4274.00","3427.00","3430.00","3421.00","3152.00","3095.00","3278.00","3688.00","43188.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"274","UNDISTRIBUTED OPERATING EXPENSES","ADMINISTRATIVE & GENERAL","BD_administrative_and_general_rinnwtp_5_12_undistributed_operating_expenses","5","5.1","IS.2","Undistributed Expenses","IS.2.4","A&G Expense","IS.2.4.1","Administrative & General",,,"BD_administrative_and_general_rinnwtp_5_12_undistributed_operating_expenses","37245.00","40941.00","46316.00","44062.00","40076.00","33047.00","35132.00","33763.00","32667.00","32866.00","35248.00","36577.00","447942.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"275","UNDISTRIBUTED OPERATING EXPENSES","INFORMATION & TELECOMMUNICATIONS","BD_information_and_telecommunications_rinnwtp_5_12_undistributed_operating_expenses","5","5.2","IS.2","Undistributed Expenses","IS.2.5","Information & Telecommunications","IS.2.5.8","TOTAL I&TS CONT.",,,"BD_information_and_telecommunications_rinnwtp_5_12_undistributed_operating_expenses","4365.00","4365.00","4365.00","4365.00","4365.00","4365.00","4365.00","4365.00","4365.00","4365.00","4365.00","4365.00","52380.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"276","UNDISTRIBUTED OPERATING EXPENSES","SALES & MARKETING","BD_sales_and_marketing_rinnwtp_5_12_undistributed_operating_expenses","5","5.3","IS.2","Undistributed Expenses","IS.2.6","Sales & Marketing","IS.2.6.1","Sales & Marketing",,,"BD_sales_and_marketing_rinnwtp_5_12_undistributed_operating_expenses","81796.00","103278.00","116963.00","103564.00","88782.00","67036.00","69283.00","69891.00","64250.00","65791.00","70680.00","76860.00","978173.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"277","UNDISTRIBUTED OPERATING EXPENSES","PROPERTY OPERATIONS & MAINTENANCE","BD_property_operations_and_maintenance_rinnwtp_5_12_undistributed_operating_expenses","5","5.4","IS.2","Undistributed Expenses","IS.2.7","Maintenance","IS.2.7.5","Hourly Wages",,,"BD_property_operations_and_maintenance_rinnwtp_5_12_undistributed_operating_expenses","26708.00","25082.00","25811.00","25378.00","26368.00","25341.00","26209.00","25659.00","26097.00","25896.00","26101.00","26488.00","311138.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"278","UNDISTRIBUTED OPERATING EXPENSES","UTILITIES","BD_utilities_rinnwtp_5_12_undistributed_operating_expenses","5","5.5","IS.2","Undistributed Expenses","IS.2.14","Utilities","IS.2.14.1","Utilities",,,"BD_utilities_rinnwtp_5_12_undistributed_operating_expenses","14681.00","19059.00","20871.00","22460.00","25690.00","19566.00","21542.00","22282.00","24483.00","18999.00","15922.00","19127.00","244682.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"279","UNDISTRIBUTED OPERATING EXPENSES","GROSS OPERATING PROFIT","BD_gross_operating_profit_rinnwtp_5_12_undistributed_operating_expenses","6","6.1","IS.3","Gross Operating Profit","IS.3.1","GOP","IS.3.1.1","Gross Operating Profit",,,"BD_gross_operating_profit_rinnwtp_5_12_undistributed_operating_expenses","337508.00","538527.00","675694.00","601465.00","461092.00","286458.00","293485.00","291560.00","252376.00","269836.00","289412.00","361603.00","4659017.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"280","UNDISTRIBUTED OPERATING EXPENSES","MANAGEMENT FEES","BD_management_fees_rinnwtp_5_12_undistributed_operating_expenses","7","7.1","IS.2","Management Fees","IS.2.13","Management Fees","IS.2.13.1","Management Fees",,,"BD_management_fees_rinnwtp_5_12_undistributed_operating_expenses","15365.00","21341.00","25683.00","23217.00","19432.00","13677.00","14140.00","14017.00","12870.00","13183.00","13875.00","56758.00","243558.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"281","NON-OPERATING INCOME & EXPENSES","PROPERTY & OTHER TAXES","BD_property_and_other_taxes_rinnwtp_5_12_non-operating_income_and_expenses","8","8.1","IS.2","Non-Operating Income & Expenses","IS.2.8","Property & Other Taxes","IS.2.8.11","Property & Other Taxes",,,"BD_property_and_other_taxes_rinnwtp_5_12_non-operating_income_and_expenses","43290.00","43290.00","43290.00","43290.00","43290.00","43290.00","43290.00","43290.00","43290.00","43290.00","43290.00","43290.00","519480.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"282","NON-OPERATING INCOME & EXPENSES","INSURANCE","BD_insurance_rinnwtp_5_12_non-operating_income_and_expenses","8","8.2","IS.2","Non-Operating Income & Expenses","IS.2.8","Insurance","IS.2.8.13","Insurance General",,,"BD_insurance_rinnwtp_5_12_non-operating_income_and_expenses","23881.00","23881.00","23881.00","23881.00","23881.00","23881.00","23881.00","23881.00","23881.00","23881.00","23881.00","23881.00","286572.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"283","NON-OPERATING INCOME & EXPENSES","EBITDA","BD_ebitda_rinnwtp_5_12_non-operating_income_and_expenses","9","9","IS.3","EBITDA","IS.3.2","EBITDA","IS.3.2.1","EBITDA",,,"BD_ebitda_rinnwtp_5_12_non-operating_income_and_expenses","254972.00","450015.00","582840.00","511077.00","374489.00","205610.00","212174.00","210372.00","172335.00","189483.00","208366.00","237674.00","3609407.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"284","INTEREST, DEPRECIATION & AMORTIZATION","NET OPERATING INCOME(LOSS)","BD_net_operating_incomeloss_rinnwtp_5_12_interest,_depreciation_and_amortization","11","11.1","IS.3","NOI after Reserve","IS.3.3","NOI after Reserve","IS.3.3.1","NOI after Reserve",,,"BD_net_operating_incomeloss_rinnwtp_5_12_interest,_depreciation_and_amortization","254972.00","450015.00","582840.00","511077.00","374489.00","205610.00","212174.00","210372.00","172335.00","189483.00","208366.00","237674.00","3609407.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"285","INTEREST, DEPRECIATION & AMORTIZATION","NOI AFTER RESERVE","BD_noi_after_reserve_rinnwtp_5_12_interest,_depreciation_and_amortization","10","10","IS.2","Replacement Reserve","IS.2.12","Replacement Reserve","IS.2.12.1","Replacement Reserve",,,"BD_noi_after_reserve_rinnwtp_5_12_interest,_depreciation_and_amortization","254972.00","450015.00","582840.00","511077.00","374489.00","205610.00","212174.00","210372.00","172335.00","189483.00","208366.00","237674.00","3609407.00",,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"286",,"Total Operating Income","calc_BD_total_operating_income_rinnwtp_5_12","2","2.5","IS.2","Revenue","IS.2.5","Total Operating Income",,,,,"calc_BD_total_operating_income_rinnwtp_5_12","614597.00","853635.00","1027317.00","928686.00","777274.00","547079.00","565595.00","560673.00","514820.00","527308.00","555016.00","647189.00",,,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"287",,"Total Department Expense","calc_BD_total_department_expense_rinnwtp_5_12","3","3.5","IS.2","Department Expenses","IS.2.5","Total Department Expense",,,,,"calc_BD_total_department_expense_rinnwtp_5_12","112294.00","122383.00","137297.00","127391.00","130900.00","111266.00","115580.00","113154.00","110581.00","109556.00","113287.00","122169.00",,,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"288",,"Department Profit (Loss)","calc_BD_department_profit_loss_rinnwtp_5_12","4","4.1","IS.4","Department Profit (Loss)","IS.4.1","Department Profit (Loss)",,,,,"calc_BD_department_profit_loss_rinnwtp_5_12","502303.00","731252.00","890020.00","801295.00","646374.00","435813.00","450015.00","447519.00","404239.00","417752.00","441729.00","525020.00",,,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"289",,"Total Undistributed Expenses","calc_BD_total_undistributed_expenses_rinnwtp_5_12","5","5.6","IS.5","Undistributed Expenses","IS.5.6","Total Undistributed Expenses",,,,,"calc_BD_total_undistributed_expenses_rinnwtp_5_12","164795.00","192725.00","214326.00","199829.00","185281.00","149355.00","156531.00","155960.00","151862.00","147917.00","152316.00","163417.00",,,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"290",,"GOP Margin","calc_BD_gop_margin_rinnwtp_5_12","6","6.2","IS.6","Gross Operating Profit","IS.6.1","GOP Margin",,,,,"calc_BD_gop_margin_rinnwtp_5_12","54.92","63.09","65.77","64.77","59.32","52.36","51.89","52.00","49.02","51.17","52.14","55.87",,,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"291",,"Income before Non-Operating Inc&Exp","calc_BD_income_before_non-operating_incexp_rinnwtp_5_12","7","7.2","IS.7","Income Before Non-Operating Inc & Exp","IS.7.1","Income before Non-Operating Inc&Exp",,,,,"calc_BD_income_before_non-operating_incexp_rinnwtp_5_12","-322143.00","-517186.00","-650011.00","-578248.00","-441660.00","-272781.00","-279345.00","-277543.00","-239506.00","-256653.00","-275537.00","-304845.00",,,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"292",,"Total Non-Operating Income & Expenses","calc_BD_total_non-operating_income_and_expenses_rinnwtp_5_12","8","8.4","IS.8","Total Non-Operating Income & Expenses","IS.8.4","Total Non-Operating Income & Expenses",,,,,"calc_BD_total_non-operating_income_and_expenses_rinnwtp_5_12","67171.00","67171.00","67171.00","67171.00","67171.00","67171.00","67171.00","67171.00","67171.00","67171.00","67171.00","67171.00",,,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"293",,"NOI Margin","calc_BD_noi_margin_rinnwtp_5_12","11","11.2","IS.11","NOI Margin","IS.11.1","NOI Margin",,,,,"calc_BD_noi_margin_rinnwtp_5_12","41.49","52.72","56.73","55.03","48.18","37.58","37.51","37.52","33.47","35.93","37.54","36.72",,,"2024","Residence Inn Westshore Tampa","2024-12-21 12:15:04"
"294",,"TTL ROOMS SOLD","BD_ttl_rooms_sold_syrck_4_2","1","1.2","OD.1","Operational Data","OD.1.2","Rooms Sold",,,,,"BD_ttl_rooms_sold_syrck_4_2","1845.00","2280.00","2833.00","2955.00","2962.00","2151.00","1794.00","1809.00","2186.00","2651.00","2429.00","2333.00","28228.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"295",,"OCCUPANCY","BD_occupancy_syrck_4_2","1","1.3","OD.1","Operational Data","OD.1.3","Occupancy %",,,,,"BD_occupancy_syrck_4_2","55.10","72.80","84.60","91.20","88.50","66.40","53.60","54.00","67.50","79.20","75.00","69.70","71.40",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"296",,"AVERAGE DAILY RATE","BD_average_daily_rate_syrck_4_2","1","1.4","OD.1","Operational Data","OD.1.4","Average Rate",,,,,"BD_average_daily_rate_syrck_4_2","166.30","213.77","322.96","361.26","273.06","202.21","194.40","209.14","339.13","370.67","294.12","242.92","274.64",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"297",,"TOTAL REVPAR","BD_total_revpar_syrck_4_2","1","1.5","OD.1","Operational Data","OD.1.5","RevPar",,,,,"BD_total_revpar_syrck_4_2","115.50","187.06","309.74","370.01","279.83","161.68","127.39","136.26","257.96","327.64","250.69","199.36","226.78",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"298","OPERATING REVENUE","Rooms","BD_rooms_syrck_4_2_operating_revenue","2","2.1","IS.1","Revenue","IS.1.1","Room Revenue","IS.1.1.1","Rooms",,,"BD_rooms_syrck_4_2_operating_revenue","306823.00","487401.00","914941.00","1067524.00","808792.00","434952.00","348752.00","378341.00","741348.00","982644.00","714420.00","566738.00","7752675.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
"299","OPERATING REVENUE","Food & Beverage","BD_food_and_beverage_syrck_4_2_operating_revenue","2","2.2","IS.1","Revenue","IS.1.2","F&B Revenue","IS.1.2.1","Food & Beverage",,,"BD_food_and_beverage_syrck_4_2_operating_revenue","47133.00","57990.00","71783.00","78869.00","75503.00","50726.00","45911.00","45736.00","55641.00","67243.00","54717.00","59308.00","710560.00",,"2024","Skyrock Inn Sedona","2024-12-21 12:15:04"
